value,reason
31732,from_emlo_matches
31733,from_emlo_matches
31734,from_emlo_matches
31735,from_emlo_matches
31736,from_emlo_matches
31737,from_emlo_matches
31739,from_emlo_matches
31740,from_emlo_matches
31741,from_emlo_matches
31742,from_emlo_matches
31743,from_emlo_matches
31744,from_emlo_matches
31745,from_emlo_matches
31746,from_emlo_matches
31747,from_emlo_matches
31748,from_emlo_matches
31749,from_emlo_matches
31750,from_emlo_matches
31752,from_emlo_matches
31753,from_emlo_matches
31754,from_emlo_matches
31755,from_emlo_matches
31756,from_emlo_matches
31757,from_emlo_matches
31758,from_emlo_matches
31759,from_emlo_matches
31760,from_emlo_matches
31761,from_emlo_matches
31764,from_emlo_matches
31765,from_emlo_matches
31766,from_emlo_matches
31768,from_emlo_matches
31770,from_emlo_matches
31772,from_emlo_matches
31775,from_emlo_matches
31777,from_emlo_matches
31779,from_emlo_matches
31784,from_emlo_matches
31785,auto_duplicate
31787,from_emlo_matches
31792,from_emlo_matches
31794,from_emlo_matches
31796,from_emlo_matches
31798,from_emlo_matches
31799,from_emlo_matches
31801,from_emlo_matches
31802,from_emlo_matches
31803,from_emlo_matches
31804,from_emlo_matches
31805,from_emlo_matches
31806,from_emlo_matches
31809,from_emlo_matches
31810,from_emlo_matches
31811,from_emlo_matches
31812,from_emlo_matches
31816,from_emlo_matches
31880,from_emlo_matches
32057,marked_to_delete
32073,auto_duplicate
32133,marked_to_delete
32138,marked_to_delete
32297,auto_duplicate
32299,auto_duplicate
32327,from_emlo_matches
32330,from_emlo_matches
32331,from_emlo_matches
32332,from_emlo_matches
32333,from_emlo_matches
32334,from_emlo_matches
32335,from_emlo_matches
32336,from_emlo_matches
32337,from_emlo_matches
32338,from_emlo_matches
32339,from_emlo_matches
32340,from_emlo_matches
32341,from_emlo_matches
32342,from_emlo_matches
32347,auto_duplicate
32378,auto_duplicate
32379,auto_duplicate
32380,auto_duplicate
32382,auto_duplicate
3259,from_emlo_matches
32596,from_emlo_matches
32597,from_emlo_matches
32676,auto_duplicate
32687,from_emlo_matches
32711,from_emlo_matches
32713,auto_duplicate
32716,auto_duplicate
32717,auto_duplicate
32719,auto_duplicate
32721,auto_duplicate
32722,auto_duplicate
32734,auto_duplicate
32898,marked_to_delete
3301,auto_duplicate
3302,auto_duplicate
33063,auto_duplicate
33064,auto_duplicate
33116,from_emlo_matches
33203,from_emlo_matches
33235,auto_duplicate
33252,auto_duplicate
33256,auto_duplicate
33261,auto_duplicate
33262,auto_duplicate
33284,auto_duplicate
33290,auto_duplicate
33408,auto_duplicate
33474,auto_duplicate
33475,auto_duplicate
33476,auto_duplicate
33477,auto_duplicate
33478,auto_duplicate
3363,from_emlo_matches
3364,from_emlo_matches
3365,from_emlo_matches
33671,auto_duplicate
33893,auto_duplicate
33895,auto_duplicate
33900,auto_duplicate
33902,auto_duplicate
34015,auto_duplicate
34016,auto_duplicate
34017,auto_duplicate
34021,auto_duplicate
34022,auto_duplicate
34023,auto_duplicate
34024,auto_duplicate
34025,auto_duplicate
34026,auto_duplicate
34028,auto_duplicate
34029,auto_duplicate
34030,auto_duplicate
34031,auto_duplicate
34032,auto_duplicate
34033,auto_duplicate
34035,auto_duplicate
34037,auto_duplicate
34039,auto_duplicate
34042,auto_duplicate
34047,auto_duplicate
34048,auto_duplicate
34050,auto_duplicate
34051,auto_duplicate
34052,auto_duplicate
34053,auto_duplicate
34054,auto_duplicate
34055,auto_duplicate
34057,auto_duplicate
34065,auto_duplicate
34068,auto_duplicate
34245,from_emlo_matches
34256,auto_duplicate
34307,auto_duplicate
34340,from_emlo_matches
34341,from_emlo_matches
34522,from_emlo_matches
34673,from_emlo_matches
34834,from_emlo_matches
34835,from_emlo_matches
34877,auto_duplicate
34958,auto_duplicate
35105,from_emlo_matches
35106,from_emlo_matches
35107,from_emlo_matches
35122,from_emlo_matches
35163,auto_duplicate
35166,auto_duplicate
35167,auto_duplicate
35173,auto_duplicate
3521,auto_duplicate
3523,auto_duplicate
35278,auto_duplicate
35337,from_emlo_matches
35369,auto_duplicate
35497,from_emlo_matches
35498,from_emlo_matches
35586,auto_duplicate
35587,auto_duplicate
35588,auto_duplicate
35591,auto_duplicate
35593,auto_duplicate
3561,auto_duplicate
3565,auto_duplicate
35925,marked_to_delete
35930,auto_duplicate
36072,auto_duplicate
36144,auto_duplicate
3618,from_emlo_matches
36186,from_emlo_matches
36187,from_emlo_matches
36188,from_emlo_matches
36189,from_emlo_matches
3619,from_emlo_matches
36191,from_emlo_matches
36192,from_emlo_matches
36193,from_emlo_matches
36194,from_emlo_matches
36195,from_emlo_matches
36196,from_emlo_matches
36197,from_emlo_matches
36198,from_emlo_matches
36199,from_emlo_matches
36200,from_emlo_matches
36201,from_emlo_matches
36202,from_emlo_matches
36203,from_emlo_matches
36205,from_emlo_matches
36206,from_emlo_matches
36207,from_emlo_matches
36208,from_emlo_matches
36209,from_emlo_matches
36210,from_emlo_matches
36211,from_emlo_matches
36212,from_emlo_matches
36213,from_emlo_matches
36214,from_emlo_matches
36216,from_emlo_matches
36217,from_emlo_matches
36218,from_emlo_matches
36219,from_emlo_matches
36220,from_emlo_matches
36221,from_emlo_matches
36222,from_emlo_matches
36225,from_emlo_matches
36226,from_emlo_matches
36227,from_emlo_matches
36228,from_emlo_matches
36229,from_emlo_matches
36230,from_emlo_matches
36231,from_emlo_matches
36232,from_emlo_matches
36233,from_emlo_matches
36234,from_emlo_matches
36236,from_emlo_matches
36238,from_emlo_matches
36239,from_emlo_matches
36251,marked_to_delete
36884,auto_duplicate
37,from_emlo_matches
37001,auto_duplicate
37031,from_emlo_matches
37121,from_emlo_matches
37137,auto_duplicate
37263,auto_duplicate
37264,auto_duplicate
37265,auto_duplicate
37267,auto_duplicate
37270,auto_duplicate
37271,auto_duplicate
37272,auto_duplicate
37273,auto_duplicate
37274,auto_duplicate
37275,auto_duplicate
37276,auto_duplicate
37277,auto_duplicate
37278,auto_duplicate
37279,auto_duplicate
37280,auto_duplicate
37282,auto_duplicate
37283,auto_duplicate
37286,auto_duplicate
37287,auto_duplicate
37288,auto_duplicate
37290,auto_duplicate
37291,auto_duplicate
37292,auto_duplicate
37294,auto_duplicate
37295,auto_duplicate
37297,auto_duplicate
37298,auto_duplicate
37299,auto_duplicate
37301,auto_duplicate
37302,auto_duplicate
37303,auto_duplicate
37304,auto_duplicate
37305,auto_duplicate
37310,auto_duplicate
37311,auto_duplicate
37314,auto_duplicate
37316,auto_duplicate
37319,auto_duplicate
37321,auto_duplicate
37322,auto_duplicate
37325,auto_duplicate
37326,auto_duplicate
37328,auto_duplicate
37330,auto_duplicate
37331,auto_duplicate
37332,auto_duplicate
37333,auto_duplicate
37334,auto_duplicate
37359,from_emlo_matches
37434,from_emlo_matches
37458,from_emlo_matches
37549,from_emlo_matches
37550,from_emlo_matches
37551,from_emlo_matches
37707,auto_duplicate
378,from_emlo_matches
37890,from_emlo_matches
38,from_emlo_matches
38084,from_emlo_matches
38112,from_emlo_matches
38124,from_emlo_matches
38340,from_emlo_matches
38367,auto_duplicate
38372,auto_duplicate
38375,auto_duplicate
38376,auto_duplicate
38379,auto_duplicate
38380,auto_duplicate
38381,auto_duplicate
38384,auto_duplicate
38386,auto_duplicate
38407,from_emlo_matches
38408,from_emlo_matches
38409,from_emlo_matches
38483,from_emlo_matches
38484,from_emlo_matches
38485,from_emlo_matches
38486,from_emlo_matches
38488,from_emlo_matches
38489,from_emlo_matches
38490,from_emlo_matches
38491,from_emlo_matches
38492,from_emlo_matches
38502,from_emlo_matches
38545,from_emlo_matches
38546,from_emlo_matches
38547,from_emlo_matches
38548,from_emlo_matches
38549,from_emlo_matches
38550,from_emlo_matches
38551,from_emlo_matches
38552,from_emlo_matches
38553,auto_duplicate
38554,auto_duplicate
38556,auto_duplicate
38572,from_emlo_matches
38605,auto_duplicate
38695,auto_duplicate
38697,auto_duplicate
38699,auto_duplicate
38700,auto_duplicate
38701,auto_duplicate
38702,auto_duplicate
38703,auto_duplicate
38707,auto_duplicate
38821,auto_duplicate
38823,auto_duplicate
38824,auto_duplicate
38825,auto_duplicate
38826,auto_duplicate
38827,auto_duplicate
38828,auto_duplicate
38829,auto_duplicate
38830,auto_duplicate
38831,auto_duplicate
38833,auto_duplicate
38834,auto_duplicate
38835,auto_duplicate
38836,auto_duplicate
38837,auto_duplicate
38838,auto_duplicate
38905,auto_duplicate
38942,auto_duplicate
39,from_emlo_matches
39026,auto_duplicate
39056,from_emlo_matches
39108,from_emlo_matches
39109,from_emlo_matches
3912,auto_duplicate
39143,from_emlo_matches
39144,from_emlo_matches
39145,from_emlo_matches
39199,from_emlo_matches
39200,auto_duplicate
39355,marked_to_delete
39385,auto_duplicate
39387,auto_duplicate
39391,auto_duplicate
40,from_emlo_matches
400005,auto_duplicate
400054,marked_to_delete
400087,auto_duplicate
400133,marked_to_delete
400135,marked_to_delete
400145,marked_to_delete
400146,marked_to_delete
400153,marked_to_delete
400169,marked_to_delete
400170,marked_to_delete
400184,from_emlo_matches
400185,marked_to_delete
400274,from_emlo_matches
400310,auto_duplicate
400394,marked_to_delete
400405,auto_duplicate
400432,from_emlo_matches
400469,from_emlo_matches
400556,from_emlo_matches
400559,marked_to_delete
400596,auto_duplicate
400649,from_emlo_matches
400652,from_emlo_matches
400653,from_emlo_matches
400654,from_emlo_matches
400655,from_emlo_matches
400724,marked_to_delete
400749,marked_to_delete
400753,from_emlo_matches
400754,auto_duplicate
400755,from_emlo_matches
400756,from_emlo_matches
400757,from_emlo_matches
400758,from_emlo_matches
400759,from_emlo_matches
400760,from_emlo_matches
400762,from_emlo_matches
400763,from_emlo_matches
400764,from_emlo_matches
400765,from_emlo_matches
400766,from_emlo_matches
400767,from_emlo_matches
400768,from_emlo_matches
400769,from_emlo_matches
400770,from_emlo_matches
400771,from_emlo_matches
400772,from_emlo_matches
400773,from_emlo_matches
400775,from_emlo_matches
400776,from_emlo_matches
400777,from_emlo_matches
400778,from_emlo_matches
400779,from_emlo_matches
400780,from_emlo_matches
400781,from_emlo_matches
400782,from_emlo_matches
400783,from_emlo_matches
400784,from_emlo_matches
400785,from_emlo_matches
400786,from_emlo_matches
400787,from_emlo_matches
400788,from_emlo_matches
400789,from_emlo_matches
400790,from_emlo_matches
400791,from_emlo_matches
400792,from_emlo_matches
400793,from_emlo_matches
400794,from_emlo_matches
400795,from_emlo_matches
400796,from_emlo_matches
400797,from_emlo_matches
400798,from_emlo_matches
400799,from_emlo_matches
400800,from_emlo_matches
400801,from_emlo_matches
400802,from_emlo_matches
400803,from_emlo_matches
400804,from_emlo_matches
400805,from_emlo_matches
400806,from_emlo_matches
400807,from_emlo_matches
400808,from_emlo_matches
400809,from_emlo_matches
400810,from_emlo_matches
400812,from_emlo_matches
400813,from_emlo_matches
400814,from_emlo_matches
400815,from_emlo_matches
400816,from_emlo_matches
400817,from_emlo_matches
400818,from_emlo_matches
400819,from_emlo_matches
400820,from_emlo_matches
400821,from_emlo_matches
400822,from_emlo_matches
400823,from_emlo_matches
400824,from_emlo_matches
400825,from_emlo_matches
400826,from_emlo_matches
400827,from_emlo_matches
400828,from_emlo_matches
400829,from_emlo_matches
400830,from_emlo_matches
400831,from_emlo_matches
400832,from_emlo_matches
400833,from_emlo_matches
400834,from_emlo_matches
400835,from_emlo_matches
400836,from_emlo_matches
400837,from_emlo_matches
400838,from_emlo_matches
400839,from_emlo_matches
400840,from_emlo_matches
400841,from_emlo_matches
400842,from_emlo_matches
400843,from_emlo_matches
400844,from_emlo_matches
400845,from_emlo_matches
400846,from_emlo_matches
400847,from_emlo_matches
400848,from_emlo_matches
400849,from_emlo_matches
400850,from_emlo_matches
400851,auto_duplicate
400852,from_emlo_matches
400853,from_emlo_matches
400854,from_emlo_matches
400855,from_emlo_matches
400856,from_emlo_matches
400857,from_emlo_matches
400858,from_emlo_matches
400859,from_emlo_matches
400924,marked_to_delete
400941,from_emlo_matches
400998,marked_to_delete
401048,marked_to_delete
401051,marked_to_delete
401052,marked_to_delete
401058,marked_to_delete
401076,marked_to_delete
401081,from_emlo_matches
401082,from_emlo_matches
401083,from_emlo_matches
401084,from_emlo_matches
401085,from_emlo_matches
401086,from_emlo_matches
401087,from_emlo_matches
401088,from_emlo_matches
401089,from_emlo_matches
401090,from_emlo_matches
401091,from_emlo_matches
401092,from_emlo_matches
401093,auto_duplicate
401094,from_emlo_matches
401095,from_emlo_matches
401096,from_emlo_matches
401097,from_emlo_matches
401098,from_emlo_matches
401099,from_emlo_matches
401100,from_emlo_matches
401102,from_emlo_matches
401103,from_emlo_matches
401104,from_emlo_matches
401105,from_emlo_matches
401107,from_emlo_matches
401108,from_emlo_matches
401110,from_emlo_matches
401112,from_emlo_matches
401113,from_emlo_matches
401114,from_emlo_matches
401115,from_emlo_matches
401116,from_emlo_matches
401117,from_emlo_matches
401118,from_emlo_matches
401119,from_emlo_matches
401120,from_emlo_matches
401121,from_emlo_matches
401122,from_emlo_matches
401124,from_emlo_matches
401125,from_emlo_matches
401126,from_emlo_matches
401127,from_emlo_matches
401128,from_emlo_matches
401129,from_emlo_matches
401130,from_emlo_matches
401131,from_emlo_matches
401132,from_emlo_matches
401133,from_emlo_matches
401134,from_emlo_matches
401135,from_emlo_matches
401136,from_emlo_matches
401137,from_emlo_matches
401138,from_emlo_matches
401139,from_emlo_matches
401140,from_emlo_matches
401141,from_emlo_matches
401142,from_emlo_matches
401143,from_emlo_matches
401144,from_emlo_matches
401145,from_emlo_matches
401146,from_emlo_matches
401147,from_emlo_matches
401149,from_emlo_matches
401150,from_emlo_matches
401151,from_emlo_matches
401152,from_emlo_matches
401154,from_emlo_matches
401155,from_emlo_matches
401156,from_emlo_matches
401157,from_emlo_matches
401158,from_emlo_matches
401159,from_emlo_matches
401160,from_emlo_matches
401161,from_emlo_matches
401162,from_emlo_matches
401163,from_emlo_matches
401164,from_emlo_matches
401165,from_emlo_matches
401166,from_emlo_matches
401167,from_emlo_matches
401169,from_emlo_matches
401170,from_emlo_matches
401171,from_emlo_matches
401172,from_emlo_matches
401212,auto_duplicate
401225,marked_to_delete
401235,from_emlo_matches
401256,from_emlo_matches
401288,from_emlo_matches
401310,marked_to_delete
401340,from_emlo_matches
401408,auto_duplicate
401417,from_emlo_matches
401455,auto_duplicate
401484,from_emlo_matches
401492,auto_duplicate
401493,auto_duplicate
401494,auto_duplicate
401495,marked_to_delete
401497,auto_duplicate
401526,marked_to_delete
401527,marked_to_delete
401528,marked_to_delete
401544,auto_duplicate
401550,marked_to_delete
401608,marked_to_delete
401614,auto_duplicate
401615,auto_duplicate
401616,auto_duplicate
401731,auto_duplicate
401794,from_emlo_matches
401943,marked_to_delete
401960,marked_to_delete
402049,auto_duplicate
402074,auto_duplicate
402105,auto_duplicate
402110,auto_duplicate
40368,from_emlo_matches
40369,from_emlo_matches
40371,from_emlo_matches
40372,from_emlo_matches
40373,from_emlo_matches
40374,from_emlo_matches
40375,from_emlo_matches
40376,from_emlo_matches
40377,from_emlo_matches
40378,from_emlo_matches
40379,from_emlo_matches
40380,from_emlo_matches
40381,from_emlo_matches
40382,from_emlo_matches
40384,from_emlo_matches
40385,from_emlo_matches
40387,from_emlo_matches
40388,from_emlo_matches
40389,from_emlo_matches
40390,from_emlo_matches
40391,from_emlo_matches
40393,from_emlo_matches
40394,from_emlo_matches
40395,from_emlo_matches
40396,from_emlo_matches
40397,from_emlo_matches
40398,from_emlo_matches
40399,from_emlo_matches
40400,from_emlo_matches
40401,from_emlo_matches
40402,from_emlo_matches
40403,from_emlo_matches
40404,from_emlo_matches
40405,from_emlo_matches
40406,from_emlo_matches
40410,from_emlo_matches
40411,from_emlo_matches
40412,from_emlo_matches
40413,from_emlo_matches
40456,from_emlo_matches
40457,from_emlo_matches
40503,auto_duplicate
40504,auto_duplicate
40505,auto_duplicate
40615,auto_duplicate
40626,auto_duplicate
40627,auto_duplicate
40842,auto_duplicate
40844,auto_duplicate
40846,auto_duplicate
40930,auto_duplicate
40932,auto_duplicate
40934,auto_duplicate
40936,auto_duplicate
40962,auto_duplicate
41,from_emlo_matches
41047,from_emlo_matches
41048,from_emlo_matches
41049,from_emlo_matches
41050,from_emlo_matches
41051,from_emlo_matches
41052,from_emlo_matches
41053,from_emlo_matches
41054,from_emlo_matches
41055,from_emlo_matches
41056,from_emlo_matches
41057,from_emlo_matches
41059,from_emlo_matches
41060,from_emlo_matches
41061,from_emlo_matches
41062,from_emlo_matches
41063,from_emlo_matches
41064,from_emlo_matches
41065,from_emlo_matches
41066,from_emlo_matches
41067,from_emlo_matches
41068,from_emlo_matches
41069,from_emlo_matches
41070,from_emlo_matches
41114,from_emlo_matches
4128,auto_duplicate
41361,auto_duplicate
41466,auto_duplicate
41468,auto_duplicate
41479,auto_duplicate
41507,auto_duplicate
41510,auto_duplicate
41656,auto_duplicate
41657,auto_duplicate
41673,auto_duplicate
41676,auto_duplicate
41758,auto_duplicate
41868,auto_duplicate
41869,auto_duplicate
41870,auto_duplicate
41872,auto_duplicate
41875,auto_duplicate
41877,auto_duplicate
41886,auto_duplicate
41887,auto_duplicate
41898,auto_duplicate
41928,auto_duplicate
42,from_emlo_matches
42017,marked_to_delete
4212,from_emlo_matches
4213,from_emlo_matches
42299,auto_duplicate
42302,auto_duplicate
42303,auto_duplicate
42304,auto_duplicate
42391,from_emlo_matches
42412,from_emlo_matches
42415,auto_duplicate
